,Year,L1,L2,L3,Utilization L1,Utilization L2,Utilization L3,Emission L1,Emission L2,Emission L3,EV/CP L1,EV/CP L2,EV/CP L3,Area L1,Area L2,Area L3,Jobs,DAC L1 case1,DAC L2 case1,DAC L3 case1,DAC L1 case2,DAC L2 case2,DAC L3 case2,DAC L1 case3,DAC L2 case3,DAC L3 case3
10,2035,78,41,14,100,99,97,499,259,279,5,9,24,0,4.1000000000000005,31.5,70,2883,23144,134738,123054.0,143317.0,254910.0,48551.0,68810.0,180408.0
11,2036,101,53,18,100,100,98,647,335,362,4,8,23,0,5.300000000000001,32.5,90,3348,25116,142320,153371.0,175141.0,292344.0,60384.0,82149.0,199357.0
12,2037,130,68,23,100,100,99,834,431,467,4,8,22,0,6.800000000000001,33.75,115,3900,27432,151227,191832.0,215367.0,339160.0,75385.0,98915.0,222714.0
13,2038,165,86,29,100,100,100,1060,547,594,4,8,22,0,8.6,35.25,145,4526,30044,161272,237363.0,262885.0,394111.0,93138.0,118655.0,249887.0
14,2039,204,107,36,100,100,100,1314,678,736,4,7,20,0,10.700000000000001,37.0,180,5181,32908,172287,286249.0,313980.0,453357.0,112196.0,139922.0,279304.0
15,2040,254,133,45,100,100,100,1634,842,917,4,7,20,0,13.3,39.25,225,5970,36241,185597,346826.0,377101.0,526455.0,135850.0,166119.0,315478.0
16,2041,314,164,56,100,100,99,2021,1041,1136,4,7,19,0,16.400000000000002,42.0,280,6860,39976,200886,417779.0,450899.0,611807.0,163575.0,196689.0,357602.0
17,2042,385,201,68,100,100,100,2478,1276,1392,4,7,19,0,20.1,45.0,340,7850,44165,216561,498067.0,534386.0,706780.0,194982.0,231296.0,403695.0
18,2043,467,244,83,100,100,99,3005,1548,1686,4,6,18,0,24.400000000000002,48.75,415,8924,48741,234977,586572.0,626393.0,812627.0,229634.0,269449.0,455688.0
19,2044,559,293,99,100,100,100,3603,1861,2016,3,6,17,0,29.3,52.75,495,10057,53641,253439,682509.0,726098.0,925893.0,267188.0,310770.0,510571.0
20,2045,663,348,117,100,100,100,4273,2211,2387,3,6,16,0,34.800000000000004,57.25,585,11862,84656,370557,785899.0,858698.0,1144596.0,308004.0,380796.0,666700.0
21,2046,781,410,137,100,100,100,5030,2606,2808,3,5,15,0,41.0,62.25,685,13145,90133,390941,896921.0,973914.0,1274719.0,351394.0,428379.0,729191.0
22,2047,912,479,160,100,100,100,5876,3048,3276,3,5,15,0,47.900000000000006,68.0,800,14484,95862,412973,1015381.0,1096764.0,1413872.0,397596.0,478970.0,796086.0
23,2048,1057,556,185,100,100,100,9084,4716,5059,3,5,14,0,55.6,74.25,925,15877,101870,435480,1140600.0,1226598.0,1560205.0,446313.0,532303.0,865918.0
24,2049,1219,642,213,100,100,100,10474,5442,5828,3,5,14,0,64.2,81.25,1065,17340,108177,459172,1274473.0,1365316.0,1716308.0,498190.0,589024.0,940024.0
25,2050,1393,734,243,100,100,100,11970,6225,6655,3,5,13,0,73.4,88.75,1215,18816,114518,483029,1412041.0,1507748.0,1876257.0,551319.0,647018.0,1015534.0
26,2051,1580,833,276,100,100,100,13575,7063,7543,3,4,12,0,83.30000000000001,97.0,1380,21875,127673,533623,1701344.0,1807148.0,2213096.0,662632.0,768427.0,1174383.0
27,2052,1780,939,311,100,100,100,15299,7965,8496,2,4,12,0,93.9,105.75,1555,25036,141282,585469,2007723.0,2123975.0,2568160.0,780019.0,896262.0,1340455.0
28,2053,2002,1055,349,100,100,100,17201,8954,9553,2,4,12,0,105.5,115.25,1745,28426,155671,639855,2344339.0,2471590.0,2955772.0,930459.0,1057702.0,1541892.0
29,2054,2237,1179,391,100,100,100,19226,10000,10686,2,4,11,0,117.9,125.75,1955,31893,170532,697933,2697767.0,2836412.0,3363812.0,1117691.0,1256329.0,1783736.0
30,2055,2491,1312,435,100,100,100,26763,13910,14886,2,4,11,0,131.20000000000002,136.75,2175,37323,262933,1050649,3079049.0,3304665.0,4092380.0,1355419.0,1581028.0,2368750.0
